codice;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
600199;S. MAURELIO [240];VLE ALFONSO I D`ESTE F 8;FERRARA;707964;967015;44,824482;11,629533;600
600200;S. MAURELIO [240];VIA SAN MAURELIO 82;FERRARA;707937;967018;44,824517;11,629193;600
600201;PORTA ROMANA;VIA PORTA ROMANA 10;FERRARA;708002;967204;44,826171;11,63009;600
600202;GIOVECCA TEATINI;CSO DELLA GIOVECCA 50;FERRARA;707288;968424;44,83735;11,621565;600
600203;GIOVECCA CITTA` DELLA SAL;CSO DELLA GIOVECCA F180;FERRARA;708044;967953;44,832894;11,630927;600
600204;GIOVECCA MONTEBELLO;CSO DELLA GIOVECCA 112;FERRARA;707540;968268;44,835873;11,624687;600
600205;GIOVECCA PARCO PARESCHI;CSO DELLA GIOVECCA 169;FERRARA;707770;968120;44,834476;11,627533;600
600206;GIOVECCA PARCO PARESCHI;CSO DELLA GIOVECCA 148;FERRARA;707848;968055;44,833868;11,628492;600
600207;GIOVECCA MONTEBELLO;CSO DELLA GIOVECCA 105;FERRARA;707539;968277;44,835955;11,624678;600
600208;GIOVECCA CITTA` DELLA SAL;CSO DELLA GIOVECCA 200;FERRARA;708114;967894;44,832343;11,631788;600
600209;GIOVECCA TEATINI;CSO DELLA GIOVECCA 47;FERRARA;707318;968417;44,837278;11,621942;600
600213;CORSO PORTA RENO;CORSO PORTA RENO 44;FERRARA;707064;968144;44,834897;11,61862;600
600214;CORSO PORTA RENO;CORSO PORTA RENO 19;FERRARA;707097;968202;44,835409;11,619061;600
600215;PIAZZA TRAVAGLIO;CSO PORTA RENO 117;FERRARA;706948;967974;44,833401;11,617085;600
600216;CARLO MAYR S. ROMANO;VIA C.MAYR 40\A;FERRARA;707048;967923;44,832914;11,618328;600
600217;CARLO MAYR S. ROMANO;VIA C.MAYR 23;FERRARA;707023;967946;44,833128;11,618021;600
600218;CARLO MAYR P. VERDI;VIA C.MAYR 76;FERRARA;707188;967790;44,831677;11,620043;600
600219;CARLO MAYR P. VERDI;VIA C.MAYR 107;FERRARA;707170;967808;44,831844;11,619823;600
600220;CARLO MAYR GIUOCO DEL PAL;VIA C.MAYR 106;FERRARA;707328;967682;44,830665;11,621768;600
600221;CARLO MAYR GIUOCO DEL PAL;VIA C.MAYR 159;FERRARA;707305;967704;44,83087;11,621486;600
600222;PORTA S. PIETRO;VIA C.MAYR 126;FERRARA;707450;967607;44,829955;11,623279;600
600223;PORTA S. PIETRO;VIA PORTA S.PIETRO 59;FERRARA;707475;967561;44,829535;11,623576;600
600224;XX SETTEMBRE GHISIGLIERI;VIA XX SETTEMBRE 54;FERRARA;707529;967453;44,828548;11,624215;600
600225;XX SETTEMBRE GHISIGLIERI;VIA XX SETTEMBRE 65;FERRARA;707537;967459;44,828599;11,624318;600
600226;MUSEO DI SPINA;VIA XX SETTEMBRE F 117;FERRARA;707773;967340;44,82746;11,627252;600
600227;MUSEO DI SPINA;VIA XX SETTEMBRE 117;FERRARA;707734;967372;44,82776;11,626772;600
600228;PORTA ROMANA;VIA XX SETTEMBRE 189;FERRARA;707967;967259;44,826676;11,62967;600
600230;BALUARDI CAMALEONTE;VIA BALUARDI INCROCIO VIA CAMALEONTE;FERRARA;707084;967667;44,830601;11,618678;600
600232;BALUARDI QUARTIERI;VIA BALUARDI INCROCIO VIA QUARTIERI;FERRARA;707362;967372;44,827868;11,622071;600
600233;PIANGIPANE RIPAGRANDE;strada PIANGIPANE 129;FERRARA;706574;968317;44,836594;11,612498;600
600234;PIANGIPANE KENNEDY;VIA PIANGIPANE;FERRARA;706852;967941;44,833132;11,615858;600
600235;AUTOSTAZIONE RAMPARI SAN;;FERRARA;706421;968194;44,835532;11,610514;600
600236;FRUTTETI;VIA DEI FRUTTETI 143;FERRARA;709174;968196;44,834749;11,645308;600
600238;FRUTTETI CALDIROLO;VIA DEI FRUTTETI F 3;FERRARA;708477;968413;44,836904;11,636588;600
600240;FRUTTETI MELO;VIA DEI FRUTTETI 78;FERRARA;708697;968341;44,836193;11,639339;600
600242;FRUTTETI SALICE;VIA DEI FRUTTETI 140/144;FERRARA;708906;968270;44,835493;11,641951;600
600243;CALDIROLO;VIA CALDIROLO 140;FERRARA;708415;968720;44,839683;11,635931;600
600244;CALDIROLO;VIA CALDIROLO 91;FERRARA;708411;968727;44,839747;11,635883;600
600246;BALUARDI PORTA D`AMORE;VIA BALUARDI INCROCIO VIA PORTA D`AMORE;FERRARA;707658;967103;44,825363;11,625702;600
600250;BORGO PUNTA;VIA BORGO PUNTA 193;FERRARA;708687;969132;44,843309;11,639538;600
600251;BORGO PUNTA;VIA BORGO PUNTA 104;FERRARA;708681;969239;44,844273;11,639506;600
600254;COPPARO TUROLDO;COPPARO 64;FERRARA;708821;969344;44,845176;11,641319;600
600255;COPPARO TUROLDO;COPPARO F 86;FERRARA;708877;969359;44,845295;11,642033;600
600256;COPPARO MORARI;COPPARO 122;FERRARA;709138;969412;44,845695;11,645354;600
600257;COPPARO MORARI;COPPARO 105;FERRARA;709075;969399;44,845596;11,644552;600
600258;CENTRO COMM.LE LE MURA;COPPARO 134;FERRARA;709400;969460;44,84605;11,648685;600
600259;CENTRO COMM.LE LE MURA;COPPARO 115;FERRARA;709369;969471;44,846158;11,648298;600
600260;VIA COPPARO - SPAL;COPPARO 142;PONTEGRADELLA;709789;969497;44,846268;11,653618;600
600261;VIA COPPARO - SPAL;COPPARO 139;FERRARA;709804;969505;44,846336;11,653811;600
600262;PONTEGRADELLA;VIA PIOPPA 148;PONTEGRADELLA;710486;968732;44,839184;11,662111;600
600263;PIOPPA SCUOLE;VIA PIOPPA 109;PONTEGRADELLA;710513;969137;44,842818;11,66262;600
600264;PIOPPA SCUOLE;VIA PIOPPA 102;PONTEGRADELLA;710484;969036;44,841918;11,662212;600
600265;VIA PIOPPA - VIA COPPARO;VIA PIOPPA 15;PONTEGRADELLA;710392;969546;44,846531;11,66126;600
600266;MONGARDI;VIA PIOPPA F 19;PONTEGRADELLA;710418;969544;44,846506;11,661588;600
600267;PONTEGRADELLA;VIA PIOPPA;PONTEGRADELLA;710526;968761;44,839433;11,662629;600
600268;CALZOLAI PANNONIUS;VIA DEI CALZOLAI 54;FERRARA;708566;969884;44,850107;11,638317;600
600269;CALZOLAI CONCA;VIA DEI CALZOLAI 147;FERRARA;709006;970909;44,859195;11,644302;600
600270;CALZOLAI CORREGGIOLI;VIA DEI CALZOLAI 98;FERRARA;708644;970358;44,854346;11,639498;600
600271;CALZOLAI CORREGGIOLI;VIA DEI CALZOLAI 67;FERRARA;708615;970326;44,854067;11,639118;600
600272;CALZOLAI CONCA;VIA DEI CALZOLAI 134;FERRARA;709043;970946;44,859517;11,644785;600
600273;CALZOLAI PANNONIUS;VIA DEI CALZOLAI 37;FERRARA;708559;969849;44,849794;11,638214;600
600274;AGRIFOGLIO CONCA;;MALBORGHETTO DI BOARA;709187;971023;44,860167;11,646637;600
600275;CONCA S.MARGHERITA;VIA CONCA 272;MALBORGHETTO DI BOARA;709664;970651;44,856682;11,652514;600
600276;MALBORGHETTO IST. NAVARRA;VIA CONCA 83;FERRARA;709821;970674;44,856843;11,654509;600
600277;CONCA S.MARGHERITA;VIA CONCA F272;MALBORGHETTO DI BOARA;709678;970654;44,856705;11,652693;600
600278;VIA CRISPA 1A [906];;FERRARA;710988;968069;44,833073;11,66818;600
600279;FOCOMORTO CAPOLINEA [909];;FOCOMORTO;711938;968053;44,832648;11,680179;600
600280;VIA CRISPA 2A [907];;FOCOMORTO;711534;968032;44,832579;11,675065;600
600281;VIA CRISPA 3A [908];;FOCOMORTO;711882;968058;44,83271;11,679474;600
600282;VIA CRISPA 3A [908];;FOCOMORTO;711878;968058;44,832711;11,679423;600
600283;VIA CRISPA 2A [907];;FOCOMORTO;711474;968043;44,832696;11,674311;600
600284;VIA CRISPA 1A [906];;FERRARA;710866;968106;44,833442;11,666654;600
600285;VIA PIOPPA 2A [905];VIA PIOPPA;FERRARA;710299;967814;44,830984;11,659368;600
600286;VIA PIOPPA 2A [905];VIA PIOPPA;FERRARA;710307;967819;44,831026;11,659471;600
600287;VIA PIOPPA - CA CERESA [9;VIA PIOPPA 342;FERRARA;710259;967439;44,827623;11,658707;600
600288;VIA PIOPPA - CA CERESA [9;VIA PIOPPA 329;FERRARA;710263;967454;44,827757;11,658764;600
600289;CASA DI RIPOSO - BIVIO PR;VIA POMPOSA;FERRARA;709928;967366;44,827064;11,654494;600
600290;CASA DI RIPOSO - BIVIO PR;VIA POMPOSA;FERRARA;709910;967366;44,827069;11,654267;600
600291;PASTA RICCI;VIA POMPOSA;FERRARA;709184;967390;44,827498;11,645103;600
600292;PASTA RICCI;VIA POMPOSA;FERRARA;709101;967400;44,827612;11,644058;600
600293;POMPOSA JUGOSLAVIA;VIA POMPOSA 94;FERRARA;708736;967528;44,82887;11,639498;600
600294;POMPOSA JUGOSLAVIA;VIA POMPOSA F90;FERRARA;708691;967557;44,829144;11,638941;600
600295;POMPOSA LA NAVE;VIA POMPOSA 52;FERRARA;708504;967665;44,83017;11,636623;600
600296;POMPOSA LA NAVE;VIA POMPOSA F38;FERRARA;708443;967710;44,830593;11,63587;600
600297;VIALE OLANDA;VIALE OLANDA FR.2;FERRARA;708835;967337;44,827124;11,640671;600
600298;POLONIA BELGIO;VIA POLONIA 79;FERRARA;708698;967177;44,825725;11,638874;600
600300;POLONIA CALDIROLO;VIA POLONIA FR 25;FERRARA;708479;967250;44,826445;11,636136;600
600301;PARACELSO;VIA PARACELSO FR 4;FERRARA;708541;967114;44,825204;11,636864;600
600302;COLOMBAROLA;VIA COLOMBAROLA 78;FERRARA;708272;967047;44,82468;11,633438;600
600303;COLOMBAROLA;VIA COLOMBAROLA 57;FERRARA;708225;967049;44,824712;11,632844;600
600304;VIA RICCIARELLI 1A [614];VIA A.RICCIARELLI CIV. N. 8;FERRARA;709619;966378;44,81827;11,650182;600
600305;AGUSCELLO CHIESA [616];VIA A.RICCIARELLI 59;FERRARA;710464;965356;44,808831;11,660435;600
600306;VIA RICCIARELLI 2A [615];VIA A.RICCIARELLI 30;AGUSCELLO;710208;965766;44,812594;11,657371;600
600307;VIA RICCIARELLI 2A [615];VIA A.RICCIARELLI 47;FERRARA;710193;965788;44,812796;11,657191;600
600308;AGUSCELLO CHIESA [616];VIA A.RICCIARELLI 60;AGUSCELLO;710456;965277;44,808123;11,660302;600
600309;VIA RICCIARELLI 1A [614];VIA A.RICCIARELLI CIV. N.17;FERRARA;709618;966408;44,81854;11,650182;600
600310;AGUSCELLO CAPOLINEA [617];VIA BUZZONI;AGUSCELLO;710442;965080;44,806356;11,660043;600
600311;COMACCHIO MANDORLO [621];VIA COMACCHIO 164;FERRARA;708634;966796;44,822317;11,637909;600
600312;VILLA FULVIA [619];VIA COMACCHIO 285;FERRARA;709365;966646;44,820755;11,647083;600
600313;COMACCHIO VAL MEZZANO [62;VIA COMACCHIO 244;FERRARA;708851;966714;44,821517;11,640617;600
600314;COMACCHIO VAL MEZZANO [62;VIA COMACCHIO 249;FERRARA;708880;966709;44,821463;11,640981;600
600315;VILLA FULVIA [619];VIA COMACCHIO 294;FERRARA;709283;966625;44,82059;11,646039;600
600316;COMACCHIO MANDORLO [621];VIA COMACCHIO 207;FERRARA;708624;966813;44,822473;11,637789;600
600317;VALLELUNGA AIRONE;VIA VALLELUNGA 51;PONTELAGOSCURO1;705114;973126;44,880262;11,595989;600
600318;VALLELUNGA AIRONE;VIA VALLELUNGA 88;PONTELAGOSCURO1;705029;973174;44,880718;11,594933;600
600319;COMACCHIO BOSCHETTO [623];VIA COMACCHIO 42;FERRARA;708071;966786;44,822392;11,630791;600
600320;COMACCHIO BOSCHETTO [623];VIA COMACCHIO 21;FERRARA;708066;966798;44,822501;11,630733;600
600321;COMACCHIO PONTE CALDIROLO;VIA COMACCHIO 76;FERRARA;708315;966820;44,822626;11,633888;600
600322;COMACCHIO PONTE CALDIROLO;VIA COMACCHIO 133;FERRARA;708311;966824;44,822664;11,633839;600
600323;DE CHIRICO OLOF PALME;VIA GIORGIO DE CHIRICO 16;FERRARA;708294;966637;44,820987;11,633548;600
600324;DE CHIRICO OLOF PALME;VIA GIORGIO DE CHIRICO F16;FERRARA;708258;966637;44,820997;11,633093;600
600325;BOSCHETTO;VIA BOSCHETTO 22;FERRARA;708253;966453;44,819344;11,632954;600
600334;VIA SCALAMBRA UFFICI AMMI;;FERRARA;705486;968653;44,83993;11,598882;600
600335;GORETTI BOLOGNA;VIA C.GORETTI FR9;FERRARA;706640;967446;44,828742;11,612978;600
600337;GORETTI IPPODROMO;VIA C.GORETTI 52/54;FERRARA;706828;967283;44,827222;11,615287;600
600338;GORETTI FABBRI;VIA C.GORETTI 78;FERRARA;706970;967178;44,826237;11,617039;600
600339;FABBRI;VIA G.FABBRI FR 259;FERRARA;707171;967014;44,824704;11,619512;600
600340;VIA DEL CAMPO CIMITERO;VIA DEL CAMPO 36;FERRARA;707080;966735;44,822221;11,618248;600
600341;VIA DEL CAMPO CIMITERO;VIA DEL CAMPO 29;FERRARA;707128;966784;44,822648;11,618875;600
600342;PIOPPA MONGARDI;;PONTEGRADELLA;710425;969376;44,844993;11,661607;600
600344;BOLDRINI;VLE G.B.BOLDRINI 29;FERRARA;706648;966652;44,8216;11,612756;600
600345;BOLDRINI;VLE G.B.BOLDRINI 29;FERRARA;706698;966728;44,822269;11,613419;600
600347;PESCI;VIA G.PESCI 126;FERRARA;706713;966556;44,820718;11,613538;600
600348;PESCI;VIA G.PESCI 119;FERRARA;706698;966569;44,820839;11,613354;600
600349;RIVANA;VIA G.PESCI;FERRARA;706857;966474;44,819939;11,615324;600
600351;BIVIO S. BARTOLO [624];VIA COMACCHIO F319;FERRARA;709519;966589;44,820197;11,649006;600
600352;BIVIO S. BARTOLO [624];VIA COMACCHIO 319;FERRARA;709497;966598;44,820284;11,648732;600
600353;CITTA` DEL RAGAZZO;VIA COMACCHIO angolo Don Calabria;FERRARA;710618;966490;44,818984;11,66285;600
600354;CITTA` DEL RAGAZZO;VIA COMACCHIO FR ANGOLO DON CALABRIA;FERRARA;710603;966506;44,819132;11,662667;600
600355;LA PUNTA;VIA COMACCHIO 358;FERRARA;711111;966324;44,817345;11,66901;600
600356;LA PUNTA;VIA COMACCHIO 423;FERRARA;711130;966325;44,817349;11,669251;600
600357;COCOMARO DI CONA KM4;VIA COMACCHIO FR 553;COCCOMARO DI CONA;711805;966006;44,81428;11,677646;600
600358;COCOMARO DI CONA KM4;VIA COMACCHIO 521;FERRARA;711777;966033;44,814531;11,677303;600
600359;COCOMARO DI CONA;VIA COMACCHIO 378;COCCOMARO DI CONA;712206;965806;44,812363;11,682628;600
600360;COCOMARO DI CONA;VIA COMACCHIO BIVIO VIA GOLENA;FERRARA;712243;965791;44,812217;11,683089;600
600361;CONA IDROVORA;VIA COMACCHIO F751;FERRARA;713210;965359;44,808045;11,695124;600
600362;CONA IDROVORA;VIA COMACCHIO 747;CONA;713202;965364;44,808092;11,695025;600
600363;CASA VECCHIA;VIA COMACCHIO 510 D;CONA;713921;965178;44,806205;11,704029;600
600364;CASA VECCHIA;VIA COMACCHIO 895;CONA;713807;965209;44,806517;11,702602;600
600365;CONA;VIA COMACCHIO FR.67;FERRARA;714208;965180;44,806137;11,707655;600
600366;CONA;VIA COMACCHIO 967;CONA;714223;965192;44,80624;11,70785;600
600367;CONA CHIESA;VIA COMACCHIO 562;CONA;714751;965025;44,80458;11,714448;600
600368;CONA CHIESA;VIA COMACCHIO 1105;CONA;714745;965027;44,8046;11,714373;600
600369;QUARTESANA CONSORZIO AGRA;VIA COMACCHIO 776;QUARTESANA;716986;965264;44,806054;11,74278;620
600370;QUARTESANA CONSORZIO AGRA;VIA COMACCHIO F772;QUARTESANA;716942;965263;44,806058;11,742223;620
600371;QUARTESANA ARCI [931];VIA COMACCHIO 1345;QUARTESANA;717341;965342;44,806647;11,747297;620
600372;GINESTRA;VIA DELLA GINESTRA 229;FERRARA;713951;965713;44,811006;11,704633;600
600373;GINESTRA;VIA DELLA GINESTRA;FERRARA;713955;965709;44,810969;11,704682;600
600374;CAPITELLO;VIA DELLA GINESTRA 217;FERRARA;713212;965814;44,812135;11,69534;600
600375;CAPITELLO;VIA DELLA GINESTRA;FERRARA;713219;965806;44,812061;11,695425;600
600376;COCOMARO DI FOCOMORTO;VIA DELLA GINESTRA 163;COCOMARO DI FOCOMORTO;712654;966088;44,814766;11,688406;600
600377;COCOMARO DI FOCOMORTO;VIA DELLA GINESTRA;COCOMARO DI FOCOMORTO;712679;966077;44,814659;11,688717;600
600378;OSP. S. GIORGIO;;FERRARA;704213;965742;44,814116;11,581622;600
600379;VENEZIANI;VIA VENEZIANI 17;FERRARA;705131;965651;44,813035;11,593184;600
600380;BORGO MARIGHELLA;VIA SCORSURO F28;FERRARA;711330;966767;44,821264;11,671961;600
600381;BORGO MARIGHELLA;VIA SCORSURO;FERRARA;711324;966768;44,821275;11,671886;600
600382;BORGO FABBRI;VIA DELLA GINESTRA 88;FERRARA;711696;966510;44,818845;11,676478;600
600383;BORGO FABBRI;VIA DELLA GINESTRA;FERRARA;711700;966503;44,818781;11,676526;600
600384;COLDIRETTI;VIA BOLOGNA FR 637/B;CHIESUOL DEL FOSSO;704402;964706;44,804745;11,583594;600
600385;CHIESUOL DEL FOSSO CHIESA;VIA BOLOGNA 606;CHIESUOL DEL FOSSO;704684;964997;44,807282;11,587273;600
600386;CHIESUOL DEL FOSSO;VIA BOLOGNA 717;CHIESUOL DEL FOSSO;703996;964529;44,80327;11,578394;600
600387;CENTRO CONGRESSI;VIA BOLOGNA FR 541;CHIESUOL DEL FOSSO;704897;965197;44,809019;11,590045;600
600388;CHIESUOL DEL FOSSO CHIESA;VIA BOLOGNA FR 608;CHIESUOL DEL FOSSO;704684;964966;44,807003;11,587261;600
600389;BOLOGNA LUZZASCHI;VIA BOLOGNA F505;FERRARA;705111;965405;44,810829;11,592832;600
600390;CENTRO CONGRESSI;VIA BOLOGNA 541;CHIESUOL DEL FOSSO;704950;965238;44,809373;11,590731;600
600392;COLDIRETTI;VIA BOLOGNA 637;CHIESUOL DEL FOSSO;704426;964716;44,804829;11,583901;600
600393;VENEZIANI CIMAROSA;VIA VENEZIANI 32;FERRARA;704887;965962;44,815902;11,590226;600
600395;BOLOGNA VENEZIANI;VIA BOLOGNA F439;FERRARA;705328;965660;44,813059;11,595676;600
600396;BOLOGNA LUZZASCHI;VIA BOLOGNA 487;FERRARA;705184;965479;44,811473;11,593784;600
600397;BOLOGNA ZANDONAI;VIA BOLOGNA F427;FERRARA;705447;965769;44,814005;11,597224;600
600398;BOLOGNA EX DAZIO;VIA BOLOGNA 405;FERRARA;705587;965871;44,814882;11,599034;600
600399;BOLOGNA EX DAZIO;VIA BOLOGNA 290/A;FERRARA;705672;966001;44,816027;11,60016;600
600400;BOLOGNA C. COMM.LE IL CAS;VIA BOLOGNA FR 284;FERRARA;705756;966103;44,81692;11,601263;600
600401;VENEZIANI FERRARESI;VIA V.VENEZIANI 46;FERRARA;704872;966091;44,817066;11,590089;600
600402;VENEZIANI LEONCAVALLO (AD;VIA VENEZIANI 52;FERRARA;704931;966229;44,81829;11,59089;600
600405;BOLOGNA C. COMM.LE IL CAS;VIA BOLOGNA 274;FERRARA;705835;966239;44,81812;11,602316;600
600406;BOLOGNA PASSEGA;VIA BOLOGNA 249;FERRARA;706130;966700;44,822181;11,60623;600
600407;BOLOGNA AEROPORTO;VIA BOLOGNA 230;FERRARA;706069;966616;44,821443;11,605425;600
600409;BOLOGNA PASSEGA;VIA BOLOGNA FR CIV 247;FERRARA;706139;966726;44,822412;11,606354;600
600410;BOLOGNA FORO BOARIO;VIA BOLOGNA 189;FERRARA;706300;966963;44,824497;11,608485;600
600413;VENEZIANI LEONCAVALLO (AD;VIA VENEZIANI 97;FERRARA;704913;966282;44,818772;11,590684;600
600414;VENEZIANI FERRARESI;VIA VENEZIANI 79;FERRARA;704856;966117;44,817305;11,589897;600
600415;BOLOGNA FORO BOARIO;VIA BOLOGNA 168;FERRARA;706280;966974;44,824602;11,608237;600
600416;BOLOGNA IPPODROMO;VIA BOLOGNA 137;FERRARA;706430;967184;44,826447;11,610217;600
600417;BELA BARTOK;;FERRARA;704624;966077;44,817011;11,58695;600
600418;BOLOGNA UNGARELLI;VIA BOLOGNA F126;FERRARA;706566;967367;44,828053;11,61201;600
600419;BOLOGNA UNGARELLI;VIA BOLOGNA;FERRARA;706510;967303;44,827494;11,611277;600
600420;BOLOGNA ARGINE DUCALE;VIA BOLOGNA 85;FERRARA;706669;967497;44,829193;11,613365;600
600421;FIERA;;FERRARA;704495;965846;44,814971;11,585227;600
600422;BOLOGNA ARGINE DUCALE;VIA BOLOGNA 90;FERRARA;706663;967505;44,829266;11,613292;600
600423;VIALE VOLANO;VIALE VOLANO;FERRARA;706884;967619;44,830228;11,616131;600
600424;DARSENA;VIA DARSENA;FERRARA;706639;967756;44,83153;11,613091;600
600425;FIERA;via della fiera;FERRARA;704446;965752;44,81414;11,58457;600
600426;BELA BARTOK;;FERRARA;704604;966124;44,81744;11,586716;600
600427;KENNEDY;VIA KENNEDY FR 27;FERRARA;706825;967804;44,831908;11,615461;600
600428;KRASNODAR VERGA;VLE KRASNODAR 30;FERRARA;705867;966572;44,821106;11,602855;600
600429;KRASNODAR NIEVO;VLE KRASNODAR 241;FERRARA;705368;967134;44,826304;11,596777;600
600430;KRASNODAR DE SANCTIS;VLE KRASNODAR 86;FERRARA;705736;966788;44,823086;11,601287;600
600431;KRASNODAR POETI;VLE KRASNODAR 215;FERRARA;705490;967042;44,825441;11,598281;600
600432;KRASNODAR AMICIZIA;VLE KRASNODAR 108;FERRARA;705590;967028;44,825286;11,599539;600
600433;KRASNODAR COLLODI;VLE KRASNODAR 179;FERRARA;705639;966890;44,824031;11,600103;600
600434;KRASNODAR NIEVO;VLE KRASNODAR F1;FERRARA;705310;967231;44,827193;11,596083;600
600435;KRASNODAR LABRIOLA;VLE KRASNODAR 43;FERRARA;705757;966674;44,822055;11,601506;600
600437;KRASNODAR VERGA;VLE KRASNODAR 21;FERRARA;705893;966557;44,820963;11,603178;600
600438;KRASNODAR VERGA;VLE KRASNODAR 21;FERRARA;705958;966521;44,820621;11,603984;600
600439;VERGA BARDELLINI;VIA G.VERGA 70;FERRARA;705499;966733;44,82266;11,59827;600
600440;VERGA KRAMER (VIGILI DEL;VIA G.VERGA F140;FERRARA;705241;967041;44,825504;11,595135;600
600441;VERGA KRAMER (VIGILI DEL;VIA G.VERGA 144;FERRARA;705207;967092;44,825972;11,594726;600
600442;VERGA BARDELLINI;VIA G.VERGA 33;FERRARA;705531;966707;44,822417;11,598664;600
600443;VERGA FALCONE;VIA G.VERGA F81;FERRARA;705396;966942;44,824569;11,597053;600
600444;VERGA FALCONE;VIA G.VERGA F116;FERRARA;705431;966828;44,823534;11,597449;600
600445;CORTI DI MEDORO;VIA TASSONI 40 METRI DOPO VIA GANDINI;FERRARA;705481;966428;44,819922;11,59792;600
600446;BOLOGNA IPPODROMO;VIA BOLOGNA FR 137;FERRARA;706426;967186;44,826466;11,610168;600
600447;VIA DEL CAMPO POLETTI;VIA DEL CAMPO F52;FERRARA;706834;966799;44,822868;11,615166;600
600448;VIA DEL CAMPO POLETTI;VIA DEL CAMPO FR 54;FERRARA;706816;966814;44,823008;11,614945;600
600449;STAZIONE PORTA RENO;VIA FORO BOARIO 10;FERRARA;706138;967022;44,825075;11,606462;600
600450;STAZIONE PORTA RENO;VIA FORO BOARIO 13;FERRARA;706151;967012;44,824981;11,606622;600
600451;FORO BOARIO;VIA FORO BOARIO 32;FERRARA;706047;967332;44,827889;11,605438;600
600452;FORO BOARIO;VIA FORO BOARIO F24;FERRARA;706061;967230;44,826967;11,605573;600
600453;FORO BOARIO - VIA PRAMPOL;VIA FORO BOARIO 70;FERRARA;705967;967756;44,831725;11,604598;600
600454;FORO BOARIO SUPERMERCATO;VIA FORO BOARIO 87;FERRARA;706003;967549;44,829853;11,604969;600
600455;FORO BOARIO ARGINE DUCALE;VIA FORO BOARIO 140;FERRARA;705946;967864;44,832702;11,604377;600
600456;FORO BOARIO - VIA BULGARE;VIA FORO BOARIO 143;FERRARA;705968;967733;44,831517;11,604602;600
600458;BARLAAM ZAPPATERRA;VIA V.BARLAAM 74;FERRARA;705824;967434;44,82887;11,602661;600
600459;BARLAAM GEOMETRI;VIA V.BARLAAM F134;FERRARA;705653;967535;44,829828;11,600541;600
600460;BARLAAM ZAPPATERRA;VIA V.BARLAAM F48;FERRARA;705860;967399;44,828545;11,603102;600
600462;ARGINE DUCALE;VIA ARGINE DUCALE 353;FERRARA;705892;967983;44,833788;11,603743;600
600464;ARGINE DUCALE - VIA CATTA;VIA ARGINE DUCALE 229;FERRARA;706126;967819;44,832245;11,606633;600
600465;ARGINE DUCALE;VIA ARGINE DUCALE 284;FERRARA;705894;967992;44,833868;11,603771;600
600467;FACOLTA` DI INGEGNERIA;VIA ARGINE DUCALE;FERRARA;705546;968205;44,835884;11,59946;600
600468;ARGINONE XVI MARZO;VIA ARGINONE 130;ARGINONE;705073;968455;44,838268;11,593582;600
600469;ARGINONE GRAMIGNA;VIA ARGINONE 289;ARGINONE;704598;968700;44,840608;11,587677;600
600470;ARGINONE;VIA ARGINONE 162;ARGINONE;704804;968604;44,839685;11,590242;600
600471;ARGINONE;VIA ARGINONE 227;ARGINONE;704864;968565;44,839317;11,590985;600
600472;ARGINONE XVI MARZO;VIA ARGINONE 173;ARGINONE;705134;968421;44,837945;11,59434;600
600473;CASA CIRCONDARIALE;;FERRARA;704150;968885;44,842399;11,582089;600
600474;VIA TRENTI;VIA S.TRENTI 35;ARGINONE;704542;968660;44,840264;11,586953;600
600475;STAZIONE;Piazzale della Stazione 22 pensilina B;FERRARA;705890;968972;44,842682;11,604118;600
600476;STAZIONE;Piazzale della Stazione pensilina E;FERRARA;705943;968981;44,842748;11,604792;600
600477;STAZIONE;VIA SAN GIACOMO pensilina I;FERRARA;705874;968917;44,842192;11,603894;600
600478;PIAVE SAN GIACOMO;CSO PIAVE 62;FERRARA;705873;968829;44,841401;11,603845;600
600479;PIAVE SAN GIACOMO;CSO PIAVE 53;FERRARA;705943;968780;44,84094;11,60471;600
600480;AGRIFUL;VIA MARCONI 39;FERRARA;705524;970009;44,852113;11,599912;600
600481;AGRIFUL;VIA MARCONI 188;FERRARA;705534;970034;44,852335;11,600048;600
600482;MONTESUD;VIA MARCONI 80 METRI DOPO VIA ROITI;FERRARA;705585;970598;44,857392;11,600921;600
600483;MONTESUD;VIA MARCONI 230;FERRARA;705610;970707;44,858365;11,601282;600
600484;CARTIERE BURGO;VIA MARCONI 67;FERRARA;705611;970850;44,859651;11,601352;600
600485;CARTIERE BURGO;VIA MARCONI 236;FERRARA;705631;970913;44,860212;11,601631;600
600486;ANIENE - SOLVAY;VIA G.MARCONI;FERRARA;705673;971219;44,862952;11,602286;600
600487;SOLVAY;VIA G. MARCONI;FERRARA;705660;971156;44,862389;11,602096;600
600488;MONTEDISON P.LE SUD;;FERRARA;705238;970723;44,858616;11,596585;600
600489;CENTRO VACCINI;FIERA - PADIGLIONE 6;FERRARA;704739;965581;44,812518;11,588203;600
600491;PORTA CATENA VIALE PO;VIA PORTA CATENA 26;FERRARA;706291;969307;44,845579;11,609323;600
600492;PORTA CATENA PIAZZALE GIO;VIA PORTA CATENA 73;FERRARA;706528;969610;44,848235;11,612442;600
600493;PORTA CATENA AGUIARI;VIA PORTA CATENA 68;FERRARA;706416;969455;44,846874;11,610963;600
600494;PORTA CATENA AGUIARI;VIA PORTA CATENA 41;FERRARA;706411;969469;44,847001;11,610906;600
